word,huffman_code,bits,frequency
meaning,10011100011010,14,28821231
tip,10011100011001,14,28810209
secondary,10011100011000,14,28805149
wonderful,10011100001011,14,28796607
mine,10011100001010,14,28795477
ladies,10011100000111,14,28781917
henry,10011100000110,14,28769085
ticket,10011100000101,14,28767435
announced,10011100000100,14,28744210
guess,10011011110101,14,28743465
agreed,10011011110100,14,28717540
prevention,10011011011101,14,28681929
whom,10011011011100,14,28678568
ski,10011011011011,14,28663800
soccer,10011011011010,14,28647229
math,10011011011001,14,28631905
import,10011011011000,14,28629840
posting,10011011001001,14,28612921
presence,10011011001000,14,28603257
instant,10011010101111,14,28599930
mentioned,10011010101110,14,28566238
automatic,10011010100111,14,28551016
healthcare,10011010100110,14,28529648
viewing,10011010100001,14,28507347
maintained,10011010100000,14,28492421
ch,10011010011001,14,28470221
increasing,10011010011000,14,28456941
majority,10011001111011,14,28456588
connected,10011001111010,14,28448231
christ,10011001111001,14,28404515
dan,10011001111000,14,28401202
dogs,10011001100101,14,28400362
sd,10011001100100,14,28394298
directors,10011001100011,14,28389161
aspects,10011001100010,14,28377709
austria,10011000110111,14,28377245
ahead,10011000110110,14,28375319
moon,10011000110101,14,28374261
participation,10011000110100,14,28366095
scheme,10011000000011,14,28309089
utility,10011000000010,14,28301196
preview,10010111111111,14,28294286
fly,10010111111110,14,28279478
manner,10010111100111,14,28268864
matrix,10010111100110,14,28268147
containing,10010111100011,14,28254166
combination,10010111100010,14,28247444
devel,10010110110011,14,28152649
amendment,10010110110010,14,28151500
despite,10010110110001,14,28148989
strength,10010110110000,14,28148438
guaranteed,10010110011001,14,28133582
turkey,10010110011000,14,28112986
libraries,10010110001011,14,28103816
proper,10010110001010,14,28099582
distributed,10010110000011,14,28094905
singapore,10010110000010,14,28089227
enterprises,10010101111101,14,28076874
delta,10010101111100,14,28051872
fear,10010101110101,14,28042145
seeking,10010101110100,14,28023068
inches,10010101100101,14,28018680
phoenix,10010101100100,14,28018518
rs,10010101010111,14,28000422
convention,10010101010110,14,27972282
shares,10010101010001,14,27971096
principal,10010101010000,14,27964123
daughter,10010101001011,14,27936967
standing,10010101001010,14,27936222
voyeur,10010101001001,14,27928748
comfort,10010101001000,14,27920566
colors,10010100110011,14,27911017
wars,10010100110010,14,27898180
cisco,10010100110001,14,27894293
ordering,10010100110000,14,27856930
kept,10010100001101,14,27838368
alpha,10010100001100,14,27832836
appeal,10010100001001,14,27829479
cruise,10010100001000,14,27827938
bonus,10010011011001,14,27819488
certification,10010011011000,14,27708503
previously,10010010110011,14,27698634
hey,10010010110010,14,27665343
bookmark,10010010101101,14,27665146
buildings,10010010101100,14,27623076
specials,10010001111101,14,27620523
beat,10010001111100,14,27616668
disney,10010000111111,14,27557762
household,10010000111110,14,27556777
batteries,10010000111011,14,27541890
adobe,10010000111010,14,27538755
smoking,10010000011111,14,27526627
bbc,10010000011110,14,27469485
becomes,10010000010101,14,27462477
drives,10010000010100,14,27442926
arms,10010000010001,14,27432921
alabama,10010000010000,14,27418375
tea,10001111101111,14,27406794
improved,10001111101110,14,27397478
trees,10001111100101,14,27378116
avg,10001111100100,14,27370055
achieve,10001111000111,14,27332769
positions,10001111000110,14,27322185
dress,10001110111111,14,27318959
subscription,10001110111110,14,27310399
dealer,10001110111101,14,27299846
contemporary,10001110111100,14,27284246
sky,10001110111001,14,27281333
utah,10001110111000,14,27270743
nearby,10001110110001,14,27263100
rom,10001110110000,14,27234302
carried,10001110010111,14,27222494
happen,10001110010110,14,27207887
exposure,10001110010001,14,27204624
panasonic,10001110010000,14,27173123
hide,10001110001011,14,27157035
permalink,10001110001010,14,27148418
signature,10001101110101,14,27140993
gambling,10001101110100,14,27118635
refer,10001101110001,14,27099706
miller,10001101110000,14,27092856
provision,10001101010101,14,27091944
outdoors,10001101010100,14,27060521
clothes,10001100111101,14,27037465
caused,10001100111100,14,27036899
luxury,10001100011111,14,27020617
babes,10001100011110,14,27016030
frames,10001100011101,14,27007332
viagra,10001100011100,14,26999671
certainly,10001100010101,14,26984060
indeed,10001100010100,14,26943016
newspaper,10001011101001,14,26933746
toy,10001011101000,14,26924831
circuit,10001011100111,14,26917865
layer,10001011100110,14,26912270
printed,10001010111011,14,26887551
slow,10001010111010,14,26870240
removal,10001010111001,14,26864040
easier,10001010111000,14,26857423
src,10001010100101,14,26854451
liability,10001010100100,14,26837967
trademark,10001010100011,14,26835205
hip,10001010100010,14,26826008
printers,10001010100001,14,26821453
faqs,10001010100000,14,26812968
nine,10001010010011,14,26807668
adding,10001010010010,14,26797775
kentucky,10001010010001,14,26783017
mostly,10001010010000,14,26774406
eric,10001001110011,14,26767316
spot,10001001110010,14,26750929
taylor,10001001100101,14,26736684
trackback,10001001100100,14,26734043
prints,10001001011011,14,26721934
spend,10001001011010,14,26713310
factory,10001001011001,14,26708317
interior,10001001011000,14,26708143
revised,10001001010101,14,26702355
grow,10001001010100,14,26701492
americans,10001001000101,14,26666908
optical,10001001000100,14,26665491
promotion,10001001000001,14,26651461
relative,10001001000000,14,26646324
amazing,10001000101111,14,26630190
clock,10001000101110,14,26624872
dot,10001000001101,14,26590624
hiv,10001000001100,14,26575486
identity,10001000001011,14,26573512
suites,10001000001010,14,26558524
conversion,10000101110111,14,26551803
feeling,10000101110110,14,26546473
hidden,10000101100111,14,26526402
reasonable,10000101100110,14,26526175
victoria,10000101011111,14,26515985
serial,10000101011110,14,26488381
relief,10000101010111,14,26483302
revision,10000101010110,14,26482328
broadband,10000101010101,14,26476075
influence,10000101010100,14,26460675
ratio,10000101001001,14,26457942
pda,10000101001000,14,26454587
importance,10000101000011,14,26451992
rain,10000101000010,14,26419979
onto,10000101000001,14,26411439
dsl,10000101000000,14,26407952
planet,10000100101011,14,26405032
webmaster,10000100101010,14,26382498
copies,10000100100101,14,26369992
recipe,10000100100100,14,26355769
zum,10000100100001,14,26349274
permit,10000100100000,14,26339544
seeing,10000011001001,14,26322092
proof,10000011001000,14,26305059
dna,10000010101111,14,26290902
diff,10000010101110,14,26283641
tennis,10000010100011,14,26272328
bass,10000010100010,14,26249677
prescription,10000010010101,14,26233858
bedroom,10000010010100,14,26229848
empty,10000010000001,14,26206017
instance,10000010000000,14,26204516
hole,01111111101101,14,26199070
pets,01111111101100,14,26153751
ride,01111111101001,14,26153004
licensed,01111111101000,14,26151610
orlando,01111111100101,14,26117729
specifically,01111111100100,14,26114063
tim,01111111100011,14,26111466
bureau,01111111100010,14,26110155
maine,01111111000001,14,26049821
sql,01111111000000,14,26047194
represent,01111110101011,14,26038983
conservation,01111110101010,14,26038344
pair,01111110101001,14,26036703
ideal,01111110101000,14,26036289
specs,01111110100111,14,26029159
recorded,01111110100110,14,26018548
don,01111110001101,14,26003672
pieces,01111110001100,14,26000545
finished,01111101111011,14,25994841
parks,01111101111010,14,25974927
dinner,01111101111001,14,25974858
lawyers,01111101111000,14,25959552
sydney,01111101101001,14,25945245
stress,01111101101000,14,25899885
cream,01111100101101,14,25898758
ss,01111100101100,14,25895791
runs,01111100100011,14,25881512
trends,01111100100010,14,25879894
yeah,01111100100001,14,25858426
discover,01111100100000,14,25852541
sexo,01111011101011,14,25849932
ap,01111011101010,14,25843002
patterns,01111011011001,14,25809816
boxes,01111011011000,14,25787744
louisiana,01111010111001,14,25779604
hills,01111010111000,14,25770218
javascript,01111010101011,14,25766226
fourth,01111010101010,14,25763406
nm,01111010100101,14,25750788
advisor,01111010100100,14,25719984
mn,01111010100001,14,25715757
marketplace,01111010100000,14,25710584
nd,01111010011101,14,25707693
evil,01111010011100,14,25704669
aware,01111010001001,14,25700328
wilson,01111010001000,14,25698434
shape,01111001110011,14,25675227
evolution,01111001110010,14,25667092
irish,01111001010111,14,25658075
certificates,01111001010110,14,25635619
objectives,01111001001011,14,25630605
stations,01111001001010,14,25600569
suggested,01111000110101,14,25574902
gps,01111000110100,14,25572809
op,01111000110011,14,25572791
remains,01111000110010,14,25560925
acc,01111000100111,14,25554700
greatest,01111000100110,14,25547808
firms,01111000001011,14,25497302
concerned,01111000001010,14,25490395
euro,01111000000011,14,25474573
operator,01111000000010,14,25471127
structures,01100111111111,14,25465091
generic,01100111111110,14,25464768
encyclopedia,01100111111011,14,25451297
usage,01100111111010,14,25440406
cap,01100111011011,14,25436218
ink,01100111011010,14,25435469
charts,01100111011001,14,25433147
continuing,01100111011000,14,25429464
mixed,01100111001111,14,25395056
census,01100111001110,14,25385152
interracial,01100111001011,14,25379892
peak,01100111001010,14,25379630
tn,01100111001001,14,25378331
competitive,01100111001000,14,25352330
exist,01100110010101,14,25349128
wheel,01100110010100,14,25342937
transit,01100110000111,14,25331545
dick,01100110000110,14,25327691
suppliers,01100110000101,14,25324458
salt,01100110000100,14,25320518
compact,01100101000101,14,25317344
poetry,01100101000100,14,25311298
lights,01100101000001,14,25301005
tracking,01100101000000,14,25294352
angel,01100100110111,14,25294123
bell,01100100110110,14,25283918
keeping,01100100101111,14,25280309
preparation,01100100101110,14,25268975
attempt,01100100101101,14,25251906
receiving,01100100101100,14,25243472
matches,01100100000101,14,25196889
accordance,01100100000100,14,25194680
width,01100001101101,14,25182453
noise,01100001101100,14,25171520
engines,01100001101001,14,25166589
forget,01100001101000,14,25162411
array,01100001010011,14,25150016
discussed,01100001010010,14,25146245
accurate,01100001010001,14,25144477
stephen,01100001010000,14,25139312
elizabeth,01100001000001,14,25128258
climate,01100001000000,14,25096136
reservations,01100000101111,14,25091131
pin,01100000101110,14,25080458
playstation,01100000100111,14,25073147
alcohol,01100000100110,14,25061615
greek,01100000100101,14,25059132
instruction,01100000100100,14,25055716
managing,01100000011111,14,25054421
annotation,01100000011110,14,25046812
sister,01100000011101,14,25039506
raw,01100000011100,14,25014172
differences,01011100111101,14,25000614
walking,01011100111100,14,24986228
explain,01011100110101,14,24983915
smaller,01011100110100,14,24982548
newest,01011100110011,14,24970551
establish,01011100110010,14,24965292
gnu,01011001111111,14,24956702
happened,01011001111110,14,24951096
expressed,01011001111101,14,24944268
jeff,01011001111100,14,24923108
extent,01011001110111,14,24917355
sharp,01011001110110,14,24904199
lesbians,01011001110101,14,24903277
ben,01011001110100,14,24884330
lane,01011001110001,14,24880931
paragraph,01011001110000,14,24855495
kill,01011001100101,14,24850951
mathematics,01011001100100,14,24809371
aol,01011001001111,14,24798471
compensation,01011001001110,14,24789716
ce,01011000111011,14,24775497
export,01011000111010,14,24762260
managers,01011000110101,14,24756816
aircraft,01011000110100,14,24745739
modules,01011000110001,14,24737533
sweden,01011000110000,14,24717337
conflict,01011000100101,14,24709103
conducted,01011000100100,14,24705091
versions,01011000011101,14,24705033
employer,01011000011100,14,24681017
occur,01011000001011,14,24679212
percentage,01011000001010,14,24669212
knows,01010111111111,14,24640096
mississippi,01010111111110,14,24629063
describe,01010111111101,14,24616555
concern,01010111111100,14,24611878
backup,01010111110101,14,24603738
requested,01010111110100,14,24572908
citizens,01010111100111,14,24566687
connecticut,01010111100110,14,24561468
heritage,01010111100101,14,24558644
personals,01010111100100,14,24544854
immediate,01010111100001,14,24530419
holding,01010111100000,14,24523968
trouble,01010111000011,14,24521102
spread,01010111000010,14,24520573
coach,01010111000001,14,24514961
kevin,01010111000000,14,24511652
agricultural,01010100111111,14,24509113
expand,01010100111110,14,24483262
supporting,01010100110111,14,24481347
audience,01010100110110,14,24472658
assigned,01010100110101,14,24443469
jordan,01010100110100,14,24441266
collections,01010100101011,14,24438396
ages,01010100101010,14,24435858
participate,01010100101001,14,24430552
plug,01010100101000,14,24429832
specialist,01010100010111,14,24419338
cook,01010100010110,14,24412080
affect,01010100010011,14,24406141
virgin,01010100010010,14,24406134
experienced,01010011111111,14,24404214
investigation,01010011111110,14,24399851
raised,01010011111101,14,24397948
hat,01010011111100,14,24383742
institution,01010011101011,14,24373421
directed,01010011101010,14,24347062
dealers,01010011100111,14,24342319
searching,01010011100110,14,24320613
sporting,01010011011011,14,24320042
helping,01010011011010,14,24319316
perl,01010011010011,14,24308268
affected,01010011010010,14,24301370
lib,01010011001011,14,24291030
bike,01010011001010,14,24286396
totally,01010011000111,14,24276857
plate,01010011000110,14,24275560
expenses,01010001111011,14,24251012
indicate,01010001111010,14,24232402
blonde,01010001110101,14,24231993
ab,01010001110100,14,24218038
proceedings,01010001110011,14,24214333
favourite,01010001110010,14,24206461
transmission,01010001011111,14,24204527
anderson,01010001011110,14,24194712
utc,01010001010111,14,24175406
characteristics,01010001010110,14,24168882
der,01010001010001,14,24152797
lose,01010001010000,14,24136984
organic,01010001000001,14,24136036
seek,01010001000000,14,24135344
experiences,01001101111001,14,24128488
albums,01001101111000,14,24121031
cheats,01001101110111,14,24106832
extremely,01001101110110,14,24102186
verzeichnis,01001101110011,14,24102075
contracts,01001101110010,14,24095623
guests,01001101101111,14,24082514
hosted,01001101101110,14,24074706
diseases,01001101011011,14,24063325
concerning,01001101011010,14,24060603
developers,01001101011001,14,24060421
equivalent,01001101011000,14,24050668
chemistry,01001101010111,14,24049713
tony,01001101010110,14,24047635
neighborhood,01001101010101,14,24047400
nevada,01001101010100,14,24043648
kits,01001100111111,14,24034484
thailand,01001100111110,14,24031935
variables,01001100111001,14,24020805
agenda,01001100111000,14,24005891
anyway,01001100110011,14,24005157
continues,01001100110010,14,24003655
tracks,01001100001111,14,24002303
advisory,01001100001110,14,24000526
cam,01001100001011,14,23995601
curriculum,01001100001010,14,23992488
logic,01001100000111,14,23989892
template,01001100000110,14,23980628
prince,01001100000001,14,23975036
circle,01001100000000,14,23962760
soil,01001011110001,14,23949346
grants,01001011110000,14,23947774
anywhere,01001011101111,14,23947583
psychology,01001011101110,14,23936050
responses,01001011101001,14,23920387
atlantic,01001011101000,14,23920018
wet,01001011100111,14,23918294
circumstances,01001011100110,14,23915696
edward,01001011010111,14,23900979
investor,01001011010110,14,23891261
identification,01001011010001,14,23879859
ram,01001011010000,14,23864106
leaving,01001010110101,14,23848479
wildlife,01001010110100,14,23847419
appliances,01001010101111,14,23847029
matt,01001010101110,14,23843367
elementary,01001010101011,14,23834221
cooking,01001010101010,14,23831058
speaking,01001010100001,14,23813045
sponsors,01001010100000,14,23800242
fox,01001010010011,14,23795336
unlimited,01001010010010,14,23794930
respond,01001001011111,14,23761645
sizes,01001001011110,14,23751367
plain,01001001011011,14,23747230
exit,01001001011010,14,23738883
entered,01001001011001,14,23727218
iran,01001001011000,14,23724874
arm,01001001010101,14,23724057
keys,01001001010100,14,23716024
launch,01001001010011,14,23714910
wave,01001001010010,14,23713001
checking,00111111111011,14,23708784
costa,00111111111010,14,23702154
belgium,00111111110011,14,23698217
printable,00111111110010,14,23688775
holy,00111111110001,14,23688276
acts,00111111110000,14,23687645
guidance,00111111011011,14,23681851
trail,00111111011010,14,23648838
enforcement,00111111001101,14,23638612
symbol,00111111001100,14,23631465
crafts,00111110011101,14,23627152
highway,00111110011100,14,23623260
buddy,00111110001101,14,23611087
hardcover,00111110001100,14,23596258
observed,00111110001001,14,23595635
dean,00111110001000,14,23583773
setup,00111101111101,14,23534848
poll,00111101111100,14,23522790
booking,00111101100111,14,23522206
glossary,00111101100110,14,23506998
fiscal,00111101100101,14,23506040
celebrity,00111101100100,14,23500942
styles,00111101010011,14,23491617
denver,00111101010010,14,23464662
unix,00111101000011,14,23461474
filled,00111101000010,14,23448324
bond,00111100110111,14,23448169
channels,00111100110110,14,23426176
ericsson,00111100101011,14,23419855
appendix,00111100101010,14,23395734
notify,00111100010111,14,23388787
blues,00111100010110,14,23387172
chocolate,00111100010101,14,23379199
pub,00111100010100,14,23372365
portion,00111001011111,14,23356612
scope,00111001011110,14,23349420
hampshire,00111001011001,14,23342329
supplier,00111001011000,14,23337437
cables,00111000101111,14,23311631
cotton,00111000101110,14,23279423
bluetooth,00111000101101,14,23268426
controlled,00111000101100,14,23265403
requirement,00111000010111,14,23258004
authorities,00111000010110,14,23252750
biology,00111000010101,14,23245252
dental,00111000010100,14,23240707
killed,00111000010001,14,23240536
border,00111000010000,14,23234399
ancient,00110011111111,14,23226415
debate,00110011111110,14,23211499
representatives,00110011101101,14,23187953
starts,00110011101100,14,23163739
pregnancy,00110011100001,14,23152490
causes,00110011100000,14,23150385
arkansas,00110001100101,14,23135882
biography,00110001100100,14,23134870
leisure,00110001001111,14,23133305
attractions,00110001001110,14,23129051
learned,00110001001001,14,23121323
transactions,00110001001000,14,23104294
notebook,00110000101011,14,23102539
explorer,00110000101010,14,23095103
historic,00110000101001,14,23081656
attached,00110000101000,14,23079894
opened,00110000100111,14,23076347
tm,00110000100110,14,23069293
husband,00110000100011,14,23064889
disabled,00110000100010,14,23056120
authorized,00110000010011,14,23045176
crazy,00110000010010,14,23032837
upcoming,00110000010001,14,23031383
britain,00110000010000,14,23030983
concert,00110000001101,14,23023737
retirement,00110000001100,14,23018726
scores,00110000001011,14,23018016
financing,00110000001010,14,23013544
efficiency,00110000000001,14,23005937
sp,00110000000000,14,23003713
comedy,00011111110101,14,22993280
adopted,00011111110100,14,22972983
efficient,00011111101011,14,22963685
weblog,00011111101010,14,22961283
linear,00011111100101,14,22944812
commitment,00011111100100,14,22937360
specialty,00011111100011,14,22932109
bears,00011111100010,14,22926868
jean,00011111100001,14,22925412
hop,00011111100000,14,22924925
carrier,00011111010111,14,22919197
edited,00011111010110,14,22917163
constant,00011111010101,14,22910883
visa,00011111010100,14,22903835
mouth,00011110110111,14,22880351
jewish,00011110110110,14,22875236
meter,00011110110101,14,22874915
linked,00011110110100,14,22873620
portland,00011110010001,14,22846763
interviews,00011110010000,14,22841603
concepts,00011101110111,14,22840348
nh,00011101110110,14,22837222
gun,00011101110101,14,22834049
reflect,00011101110100,14,22829406
pure,00011101011111,14,22826920
deliver,00011101011110,14,22807066
wonder,00011101010111,14,22806353
hell,00011101010110,14,22791884
lessons,00011101001111,14,22779035
fruit,00011101001110,14,22767191
begins,00011101001011,14,22759868
qualified,00011101001010,14,22754976
reform,00011100110111,14,22751438
lens,00011100110110,14,22737367
alerts,00011100101001,14,22720439
treated,00011100101000,14,22718161
discovery,00011100011101,14,22709821
draw,00011100011100,14,22705371
mysql,00011100010011,14,22703527
classified,00011100010010,14,22697689
relating,00011011110111,14,22696778
assume,00011011110110,14,22679395
confidence,00011011110101,14,22674777
alliance,00011011110100,14,22666723
fm,00011011101111,14,22665700
confirm,00011011101110,14,22651501
warm,00011011100011,14,22645772
neither,00011011100010,14,22640226
lewis,00011010110111,14,22640158
howard,00011010110110,14,22626828
offline,00011010101011,14,22617007
leaves,00011010101010,14,22612463
engineer,00011010101001,14,22607580
lifestyle,00011010101000,14,22607485
consistent,00011010100101,14,22600601
replace,00011010100100,14,22592560
clearance,00011010100011,14,22591565
connections,00011010100010,14,22575698
inventory,00011010011001,14,22559583
converter,00011010011000,14,22543742
suck,00011001110101,14,22518606
organisation,00011001110100,14,22507728
babe,00011000111101,14,22489791
checks,00011000111100,14,22488512
reached,00011000111011,14,22485293
becoming,00011000111010,14,22483164
blowjob,00011000101111,14,22479544
safari,00011000101110,14,22479030
objective,00011000101001,14,22472623
indicated,00011000101000,14,22471844
sugar,00011000000111,14,22450333
crew,00011000000110,14,22443877
legs,00010111111001,14,22424518
sam,00010111111000,14,22410798
stick,00010111100011,14,22399126
securities,00010111100010,14,22397133
allen,00010111010111,14,22368068
pdt,00010111010110,14,22362104
relation,00010111010101,14,22355933
enabled,00010111010100,14,22345126
genre,00010111000111,14,22344091
slide,00010111000110,14,22339084
montana,00010111000011,14,22338359
volunteer,00010111000010,14,22336881
tested,00010110111001,14,22323205
rear,00010110111000,14,22323038
democratic,00010110110111,14,22316965
enhance,00010110110110,14,22310420
switzerland,00010110110011,14,22307018
exact,00010110110010,14,22304937
bound,00010110110001,14,22303643
parameter,00010110110000,14,22300838
adapter,00010110101011,14,22290799
processor,00010110101010,14,22289617
formal,00010110010101,14,22274656
dimensions,00010110010100,14,22257949
contribute,00010110001101,14,22255117
lock,00010110001100,14,22253866
hockey,00010110001011,14,22252453
storm,00010110001010,14,22242164
micro,00010101010011,14,22219932
colleges,00010101010010,14,22202424
laptops,00010101001011,14,22187279
mile,00010101001010,14,22178748
showed,00010101000011,14,22170303
challenges,00010101000010,14,22164268
editors,00010100110101,14,22144072
mens,00010100110100,14,22136843
threads,00010100101101,14,22123285
bowl,00010100101100,14,22118861
supreme,00010100100001,14,22106270
brothers,00010100100000,14,22101521
recognition,00010100010101,14,22092586
presents,00010100010100,14,22092519
ref,00010100000111,14,22087203
tank,00010100000110,14,22070512
submission,00010100000011,14,22066279
dolls,00010100000010,14,22065047
estimate,00010011111011,14,22033576
encourage,00010011111010,14,22019763
navy,00010011001001,14,22018379
kid,00010011001000,14,22011943
regulatory,00010010110101,14,22011107
inspection,00010010110100,14,21999457
consumers,00010010110001,14,21993010
cancel,00010010110000,14,21985503
limits,00010010010101,14,21977149
territory,00010010010100,14,21963698
transaction,00001111111111,14,21962815
manchester,00001111111110,14,21943382
weapons,00001111100011,14,21937267
paint,00001111100010,14,21926890
delay,00001110111011,14,21911190
pilot,00001110111010,14,21909830
outlet,00001110111001,14,21890990
contributions,00001110111000,14,21879064
continuous,00001110101111,14,21872964
db,00001110101110,14,21860146
czech,00001110100111,14,21849930
resulting,00001110100110,14,21843487
cambridge,00001110100011,14,21835781
initiative,00001110100010,14,21828838
novel,00001110001101,14,21821189
pan,00001110001100,14,21810838
execution,00001110001001,14,21809656
disability,00001110001000,14,21802396
increases,00001110000111,14,21799357
ultra,00001110000110,14,21795075
winner,00001110000101,14,21794180
idaho,00001110000100,14,21791957
contractor,00001101101101,14,21783415
ph,00001101101100,14,21776313
episode,00001101101011,14,21772999
examination,00001101101010,14,21771412
potter,00001101101001,14,21763070
dish,00001101101000,14,21755859
plays,00001101011001,14,21753930
bulletin,00001101011000,14,21741926
ia,00001101010001,14,21735285
pt,00001101010000,14,21722139
indicates,00001011110111,14,21718552
modify,00001011110110,14,21716962
oxford,00001011101101,14,21694927
adam,00001011101100,14,21694386
truly,00001011101011,14,21693553
epinions,00001011101010,14,21682171
painting,00001011101001,14,21673638
committed,00001011101000,14,21662572
extensive,00001011001101,14,21654082
affordable,00001011001100,14,21650006
universe,00001011000111,14,21643935
candidate,00001011000110,14,21635540
databases,00001010110011,14,21617803
patent,00001010110010,14,21612969
slot,00001010011011,14,21602762
psp,00001010011010,14,21591313
outstanding,00001010010011,14,21578895
ha,00001010010010,14,21577216
eating,00001010001011,14,21565444
perspective,00001010001010,14,21553761
planned,00001001111111,14,21546767
watching,00001001111110,14,21543474
lodge,00001001111101,14,21541130
messenger,00001001111100,14,21540177
mirror,00001001111011,14,21539161
tournament,00001001111010,14,21538542
consideration,00001001110011,14,21533734
ds,00001001110010,14,21532272
discounts,00001001110001,14,21528542
sterling,00001001110000,14,21518500
sessions,00001001101101,14,21505885
kernel,00001001101100,14,21477662
boobs,00001001001111,14,21461250
stocks,00001001001110,14,21451319
buyers,00001001001101,14,21450595
journals,00001001001100,14,21443275
gray,00001000101101,14,21424658
catalogue,00001000101100,14,21424300
ea,00001000101011,14,21419982
jennifer,00001000101010,14,21402386
antonio,00001000001001,14,21388530
charged,00001000001000,14,21377577
broad,00001000000001,14,21370126
taiwan,00001000000000,14,21364111
und,00000111111001,14,21348520
chosen,00000111111000,14,21345654
demo,00000111101111,14,21344258
greece,00000111101110,14,21329720
lg,00000111101101,14,21327926
swiss,00000111101100,14,21324437
sarah,00000111001011,14,21321998
clark,00000111001010,14,21305891
labour,00000111000011,14,21288089
hate,00000111000010,14,21274675
terminal,00000110011101,14,21273172
publishers,00000110011100,14,21264743
nights,00000110010111,14,21258662
behalf,00000110010110,14,21247820
caribbean,00000101111111,14,21245213
liquid,00000101111110,14,21222253
rice,00000011111011,14,21184648
nebraska,00000011111010,14,21172763
loop,00000011100101,14,21172360
salary,00000011100100,14,21156261
reservation,00000011100011,14,21150948
foods,00000011100010,14,21150689
gourmet,00000011100001,14,21148895
guard,00000011100000,14,21137924
properly,00000011001101,14,21137573
orleans,00000011001100,14,21126048
saving,00000011001001,14,21120835
nfl,00000011001000,14,21120518
remaining,00000010101101,14,21111544
empire,00000010101100,14,21111416
resume,00000010101011,14,21107737
twenty,00000010101010,14,21104413
newly,00000010101001,14,21102330
raise,00000010101000,14,21099943
prepare,00000010010001,14,21088422
avatar,00000010010000,14,21069571
gary,00000010001011,14,21068408
depending,00000010001010,14,21054967
illegal,00000001101101,14,21046606
expansion,00000001101100,14,21036273
vary,00000001100111,14,21031266
hundreds,00000001100110,14,21028505
rome,00000001011111,14,21023186
arab,00000001011110,14,21018675
lincoln,00000001010001,14,21010742
helped,00000001010000,14,21000656
premier,00000001001001,14,20990322
tomorrow,00000001001000,14,20976724
purchased,00000000101101,14,20961092
milk,00000000101100,14,20955909
decide,00000000101011,14,20950675
consent,00000000101010,14,20943616
drama,00000000010011,14,20939845
visiting,00000000010010,14,20913930
performing,111111111110011,15,20907433
downtown,111111111110010,15,20904189
keyboard,111111111011111,15,20886053
contest,111111111011110,15,20857011
collected,111111111000111,15,20848162
nw,111111111000110,15,20843736
bands,111111111000011,15,20842378
boot,111111111000010,15,20824944
suitable,111111110100011,15,20824374
ff,111111110100010,15,20816662
absolutely,111111110011111,15,20816571
millions,111111110011110,15,20807908
lunch,111111110010011,15,20807419
dildo,111111110010010,15,20789655
audit,111111110010001,15,20786243
push,111111110010000,15,20775147
chamber,111111110000001,15,20769668
guinea,111111110000000,15,20757599
findings,111111101110011,15,20757470
muscle,111111101110010,15,20752802
featuring,111111101100111,15,20737262
iso,111111101100110,15,20728145
implement,111111101100101,15,20723680
clicking,111111101100100,15,20719323
scheduled,111111101010011,15,20699522
polls,111111101010010,15,20694349
typical,111111101010001,15,20693008
tower,111111101010000,15,20686918
yours,111111011111011,15,20672809
sum,111111011111010,15,20672326
misc,111111011011111,15,20667432
calculator,111111011011110,15,20664690
significantly,111111011010111,15,20660846
chicken,111111011010110,15,20655046
temporary,111111011010101,15,20652475
attend,111111011010100,15,20639654
shower,111111011010001,15,20638340
alan,111111011010000,15,20629981
sending,111111011001011,15,20622624
jason,111111011001010,15,20616747
tonight,111111011001001,15,20612955
dear,111111011001000,15,20608432
sufficient,111111010011011,15,20605030
holdem,111111010011010,15,20603157
shell,111111010011001,15,20599318
province,111111010011000,15,20587924
catholic,111111010010001,15,20578959
oak,111111010010000,15,20577693
vat,111110111111001,15,20551018
awareness,111110111111000,15,20531095
vancouver,111110111011011,15,20501421
governor,111110111011010,15,20494068
beer,111110111000011,15,20486707
seemed,111110111000010,15,20472519
contribution,111110111000001,15,20468734
measurement,111110111000000,15,20463095
swimming,111110110111111,15,20456063
spyware,111110110111110,15,20444838
formula,111110110111101,15,20434177
constitution,111110110111100,15,20433489
packaging,111110110111011,15,20427866
solar,111110110111010,15,20423792
jose,111110110011111,15,20422802
catch,111110110011110,15,20400979
jane,111110110010001,15,20400852
pakistan,111110110010000,15,20374059
ps,111110110000001,15,20356304
reliable,111110110000000,15,20351804
consultation,111110101011001,15,20345250
northwest,111110101011000,15,20337289
sir,111110101001101,15,20336105
doubt,111110101001100,15,20311261
earn,111110101000011,15,20305486
finder,111110101000010,15,20303313
unable,111110100110111,15,20295595
periods,111110100110110,15,20292357
classroom,111110100110001,15,20274797
tasks,111110100110000,15,20273373
democracy,111110100011011,15,20255935
attacks,111110100011010,15,20251567
kim,111110001111011,15,20251249
wallpaper,111110001111010,15,20243780
merchandise,111110001111001,15,20241873
const,111110001111000,15,20236664
resistance,111110001101111,15,20233262
doors,111110001101110,15,20229491
symptoms,111110001101101,15,20222172
resorts,111110001101100,15,20217144
biggest,111110001001101,15,20195396
memorial,111110001001100,15,20161664
visitor,111101111111111,15,20158930
twin,111101111111110,15,20149771
forth,111101111111101,15,20149609
insert,111101111111100,15,20140772
